invoice_number	invoice_date	po_number	model_id	serial_number	unit_remarks1	amount	unit_remarks3	unit_remarks2
S/I-24-04-0111	9-Apr-24	P240058	Sokkia NET1AXIIT/TE	HX0160	"Automated 3D Station
SOKKIA NET1AXIIT/TE 3D Ultra High-Precision 3D station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x EDC113 Power cable"	 $22,300.00 	CR116 AMK Stn 7	CR116 AMK
MSP-0018	7-Feb-14	P1400008	Sokkia NET1AXIIT/TE2	KH0051	NET1AXIIT/TE2	 USD 15,890.00 	CR116 AMK Stn 8	CR116 AMK
S/D - 018045	11-Oct-21	P210121	Sokkia NET1AXIIT/TE	KH0651	"SOKKIA NETAX11T/TE 3D Ultra High-Precision 3D Station complete with:
2 x BDC72 battery
1 x CDC77 battery charger
1 x EDC113 Power Cable"	 $21,500.00 	CR116 AMK Stn 9	CR116 AMK
S/I-24-03-0106	15-Mar-24	P230224	Sokkia NET1AXIIT/TE	HX0116	"Automated 3D Station
SOKKIA NET1AXIIT/TE 3D Ultra High-Precision 3D station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x EDC113 Power cable"	 $22,300.00 	CR116 AMK Stn 10	CR116 AMK
S/I-005355	18-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0432	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	CR116i AMK Stn 1	CR116i AMK
S/I-007271	27-Dec-19	P1900259	Sokkia NET1AXTIIT/TE2	KH0513	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	CR116i AMK Stn 2	CR116i AMK
S/I-23-04-0324	28-Apr-23	P230055	Sokkia MS1AXII	KM0435	"SOKKIA MS1AXII Ultra High-Precision 3D station complete with:
2 x BDC70/72 battery
1 x CDC68/77 battery charger
1 x EDC113 Power cable
1 x Standard package components"	 $22,300.00 	CR116i AMK Stn 3	CR116i AMK
S/I-002963	31-Dec-18	P1800229	Sokkia NET1AXTIIT/TE2	KH0354	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	CR116i AMK Stn 4	CR116i AMK
S/I-005356	22-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0507	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	CR2112 AYE Stn 1	CR2112 AYE
S/I-23-11-0029	7-Nov-23	P230162	Sokkia NET1AXIIT/TE	HX0115	"Automated 3D Station
SOKKIA NET1AXIIT/TE 3D Ultra High-Precision 3D station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x EDC113 Power cable"	 $22,300.00 	DE160 (BB Bound - Stn 1)	DE160
S/I-011315	11-Mar-21	P210059	Sokkia NET1AXTIIT/TE2	KH0605	"SOKKIA NET1AXT11T/TE2 3D Ultra High-Precision 3D Station complete with:
2 x BDC70 battery
1 x CDC68A battery charger
1 x EDC113 Power cable"	 $21,300.00 	DE160 (BB Bound - Stn 2)	DE160
S/I-23-10-0153	13-Oct-23	P230162	Sokkia NET1AXIIT/TE	HX0123	"Automated 3D Station
SOKKIA NET1AXIIT/TE 3D Ultra High-Precision 3D station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x EDC113 Power cable"	 $22,300.00 	DE160 (BB Bound - Stn 3)	DE160
S/I-010541	6-Jan-21	P210002	Sokkia NET1AXTIIT/TE2	KH0533	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	DE160 (BB Bound - Stn 4)	DE160
S/I-23-10-0153	13-Oct-23	P230162	Sokkia NET1AXIIT/TE	HX0083	"Automated 3D Station
SOKKIA NET1AXIIT/TE 3D Ultra High-Precision 3D station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x EDC113 Power cable"	 $22,300.00 	DE160 (BB Bound - Stn 5)	DE160
S/I-010541	6-Jan-21	P210002	Sokkia NET1AXTIIT/TE2	KH0558	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	DE160 (Expo Bound - Stn 1)	DE160
S/I-011315	11-Mar-21	P210059	Sokkia NET1AXTIIT/TE2	KH0606	"SOKKIA NET1AXT11T/TE2 3D Ultra High-Precision 3D Station complete with:
2 x BDC70 battery
1 x CDC68A battery charger
1 x EDC113 Power cable"	 $21,300.00 	DE160 (Expo Bound - Stn 2)	DE160
S/I-23-10-0153	13-Oct-23	P230162	Sokkia NET1AXIIT/TE	HX0080	"Automated 3D Station
SOKKIA NET1AXIIT/TE 3D Ultra High-Precision 3D station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x EDC113 Power cable"	 $22,300.00 	DE160 (Expo Bound - Stn 3)	DE160
S/I-23-10-0153	13-Oct-23	P230162	Sokkia NET1AXIIT/TE	HX0120	"Automated 3D Station
SOKKIA NET1AXIIT/TE 3D Ultra High-Precision 3D station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x EDC113 Power cable"	 $22,300.00 	DE160 (Expo Bound - Stn 4)	DE160
S/I-23-10-0153	13-Oct-23	P230162	Sokkia NET1AXIIT/TE	HX0073	"Automated 3D Station
SOKKIA NET1AXIIT/TE 3D Ultra High-Precision 3D station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x EDC113 Power cable"	 $22,300.00 	DE160 (Expo Bound - Stn 5)	DE160
S/I-005356	22-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0453	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	"East Spring Sec Sch - Tamp East MRT Stn 
(Stn 1 - BB Bound)"	East Spring Sec Sch (ESSS)
S/I-002963	31-Dec-18	P1800229	Sokkia NET1AXTIIT/TE2	KH0359	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	FMBE (Changi Bound) Stn 1	FMBE
TSP20/80790	10-Mar-21	P210053	Sokkia NET1AXTIIT/TE2	KH0634	NET1AXIIT/TE Measuring Station	 $14,500.00 	FMBE (Changi Bound) Stn 2	FMBE
S/I-010541	6-Jan-21	P210002	Sokkia NET1AXTIIT/TE2	KH0578	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	FMBE (Changi Bound) Stn 3	FMBE
S/I-007309	7-Jan-20	P2000003	Sokkia NET1AXTIIT/TE2	KH0531	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	FMBE (Changi Bound) Stn 4	FMBE
S/I-005355	18-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0439	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	FMBE (Changi Bound) Stn 5	FMBE
S/I-010541	6-Jan-21	P210002	Sokkia NET1AXTIIT/TE2	KH0585	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	FMBE (Changi Bound) Stn 6	FMBE
S/D-019443	3-Jan-22	P210186	Sokkia NET1AXII/TE	KH0655	"SOKKIA NETAX11T/TE 3D Ultra High-Precision 3D Station complete with:
2 x BDC72 battery
1 x CDC77 battery charger
1 x EDC113 Power Cable"	 $21,500.00 	FMBE (Changi Bound) Stn 7	FMBE
TSP20/80790	10-Mar-21	P210053	Sokkia NET1AXTIIT/TE2	KH0625	NET1AXIIT/TE Measuring Station	 USD 14,500.00 	FMBE (Changi Bound) Stn 8	FMBE
S/I-23-04-0324	28-Apr-23	P230055	Sokkia MS1AXII	KM0430	"SOKKIA MS1AXII Ultra High-Precision 3D station complete with:
2 x BDC70/72 battery
1 x CDC68/77 battery charger
1 x EDC113 Power cable
1 x Standard package components"	 $22,300.00 	FMBE (Changi Bound) Stn 9	FMBE
S/I-010424	15-Dec-20	P2000178	Sokkia NET1AXTIIT/TE2	KH0561	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	FMBE (Changi Bound) Stn 10	FMBE
S/I-005356	22-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0592	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	FMBE (Changi Bound) Stn 11	FMBE
S/I-005199	10-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0406	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	FMBE (Woodland Bound) Stn 1	FMBE
S/I-010541	6-Jan-21	P210002	Sokkia NET1AXTIIT/TE2	KH0554	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	FMBE (Woodland Bound) Stn 2	FMBE
S/I-006183	27-Sep-19	P1900182	Sokkia NET1AXTIIT/TE2	KH0461	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	FMBE (Woodland Bound) Stn 3	FMBE
S/I-24-03-0106	15-Mar-24	P230224	Sokkia NET1AXIIT/TE	HX0108	"Automated 3D Station
SOKKIA NET1AXIIT/TE 3D Ultra High-Precision 3D station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x EDC113 Power cable"	 $22,300.00 	FMBE (Woodland Bound) Stn 4	FMBE
S/I-005199	10-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0398	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	FMBE (Woodland Bound) Stn 5	FMBE
S/I-006829	25-Nov-19	P1900227	Sokkia NET1AXTIIT/TE2	KH0492	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	FMBE (Woodland Bound) Stn 6	FMBE
S/I-005354	15-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0410	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	FMBE (Woodland Bound) Stn 7	FMBE
S/I-005354	15-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0421	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	FMBE (Woodland Bound) Stn 8	FMBE
S/I-005356	22-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0451	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	FMBE (Woodland Bound) Stn 9	FMBE
S/I-23-04-0324	28-Apr-23	P230055	Sokkia MS1AXII	KM0428	"SOKKIA MS1AXII Ultra High-Precision 3D station complete with:
2 x BDC70/72 battery
1 x CDC68/77 battery charger
1 x EDC113 Power cable
1 x Standard package components"	 $22,300.00 	FMBE (Woodland Bound) Stn 10	FMBE
TSP20/80790	10-Mar-21	P210053	Sokkia NET1AXTIIT/TE2	KH0617	NET1AXIIT/TE Measuring Station	 $21,500.00 	FMBE (Woodland Bound) Stn 11	FMBE
S/I-006829	25-Nov-19	P1900227	Sokkia NET1AXTIIT/TE2	KH0480	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	IWMF (Stn 1)	IWMF
S/I-011315	11-Mar-21	P210059	Sokkia NET1AXTIIT/TE2	KH0607	"SOKKIA NET1AXT11T/TE2 3D Ultra High-Precision 3D Station complete with:
2 x BDC70 battery
1 x CDC68A battery charger
1 x EDC113 Power cable"	 $21,300.00 	IWMF (Stn 2)	IWMF
S/I-24-03-0203	22-Mar-24	P230224	Sokkia NET1AXIIT/TE	HX0100	"Automated 3D Station
SOKKIA NET1AXIIT/TE 3D Ultra High-Precision 3D station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x EDC113 Power cable"	 $22,300.00 	IWMF (Stn 3)	IWMF
S/I-006829	25-Nov-19	P1900227	Sokkia NET1AXTIIT/TE2	KH0475	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	IWMF (Stn 4)	IWMF
S/I-005356	22-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0454	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	J112 Jurong Pier Viaduct (Stn 1)	J112
TPS20/80838	25-Mar-21	P210062	Sokkia NET1AXTIIT/TE2	KH0638	NET1AXIIT/TE Measuring Station	 USD 14,500.00 	J112 Jurong Pier Viaduct (Stn 2)	J112
S/I-002963	31-Dec-18	P1800229	Sokkia NET1AXTIIT/TE2	KH0356	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	J112 Jurong Pier Viaduct (Stn 3)	J112
S/I-010424	15-Dec-20	P2000178	Sokkia NET1AXTIIT/TE2	KH0525	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	J112 Jurong Pier Viaduct (Stn 4)	J112
S/I-23-11-0029	7-Nov-23	P230162	Sokkia NET1AXIIT/TE	HX0082	"Automated 3D Station
SOKKIA NET1AXIIT/TE 3D Ultra High-Precision 3D station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x EDC113 Power cable"	 $22,300.00 	J112 Jurong Pier Viaduct (Stn 5)	J112
21/I00232	30-Apr-21	P210078	Sokkia NET1AXTIIT/TE2	KH0642	NET1AXIIT/TE Measuring Station	 USD 14,500.00 	J112 Jurong Pier Viaduct (Stn 6)	J112
S/I-007271	27-Dec-19	P1900259	Sokkia NET1AXTIIT/TE2	KH0516	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	Kallang Whampoa HDB (Stn 1) NB	Kallang Whampoa HDB
S/I-24-04-0035	4-Apr-24	P230224	Sokkia NET1AXIIT/TE	HX0086	"Automated 3D Station
SOKKIA NET1AXIIT/TE 3D Ultra High-Precision 3D station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x EDC113 Power cable"	 $22,300.00 	Kallang Whampoa HDB (Stn 2) NB	Kallang Whampoa HDB
S/I-005355	18-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0434	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	Kallang Whampoa HDB (Stn 1) SB	Kallang Whampoa HDB
TPS20/80838	25-Mar-21	P210062	Sokkia NET1AXTIIT/TE2	KH0647	NET1AXIIT/TE Measuring Station	 USD 14,500.00 	Kallang Whampoa HDB (Stn 2) SB	Kallang Whampoa HDB
S/I-011315	11-Mar-21	P210059	Sokkia NET1AXTIIT/TE2	KH0608	"SOKKIA NET1AXT11T/TE2 3D Ultra High-Precision 3D Station complete with:
2 x BDC70 battery
1 x CDC68A battery charger
1 x EDC113 Power cable"	 $21,300.00 	Kallang Whampoa HDB (Stn 1) MT CB	Kallang Whampoa HDB
S/I-006434	22-Oct-19	P1900202	Sokkia NET1AXTIIT/TE2	KH0481	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	Kallang Whampoa HDB (Stn 2) MT CB	Kallang Whampoa HDB
S/I-010424	15-Dec-20	P2000178	Sokkia NET1AXTIIT/TE2	KH0544	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	Marina Bay Sand	MBS
S/I-007002	6-Dec-19	P1900239	Sokkia NET1AXTIIT/TE2	KH0497	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	Merpati Road - Mattar MRT Stn 1 (BP Bound)	Merpati Road
S/I-007284	31-Dec-19	P1900261	Sokkia NET1AXTIIT/TE2	KH0515	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	Merpati Road - Mattar MRT Stn 1 (Expo Bound)	Merpati Road
S/I-23-04-0323	28-Apr-23	P230055	Sokkia IX-1201	XS001519	"Sokkia IX-1201 / SPBWT Automatic Tracking Function robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable
1 x thum drive"	 $16,500.00 	N112 (SPPG Mandai) - Stn 1	N112
S/D - 018045	11-Oct-21	P210121	Sokkia NET1AXII/TE	KH0650	"SOKKIA NETAX11T/TE 3D Ultra High-Precision 3D Station complete with:
2 x BDC72 battery
1 x CDC77 battery charger
1 x EDC113 Power Cable"	 $21,500.00 	N112 (SPPG Mandai) - Stn 2	N112
S/I-23-04-0323	28-Apr-23	P230055	Sokkia IX-1201	XS001439	"Sokkia IX-1201 / SPBWT Automatic Tracking Function robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable
1 x thum drive"	 $16,500.00 	N112 (SPPG Mandai) - Stn 3	N112
S/D-003586	31-Dec-22	P220149	Sokkia IX-1201	XS000776	"Sokkia IX-1201 / SPBWT Automatic Tracking Function robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable
1 x thum drive"	 $16,500.00 	N112 (SPPG Mandai) - Stn 4	N112
S/I-22-08-0123	12-Aug-22	P220010	Sokkia NET1AXII/TE	KH0705	"SOKKIA NETAX11T/TE 3D Ultra High-Precision 3D Station complete with:
2 x BDC72 battery
1 x CDC77 battery charger
1 x EDC113 Power Cable"	 $22,300.00 	N112 (SPPG Mandai) Stn 5	N112
S/I-23-02-0126	15/2/2023	P220149	Sokkia IX-1001	UR005895	"Sokkia IX-1201 / SPBWT Automatic Tracking Function robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable
1 x thum drive"	 $16,500.00 	N112 (SPPG Mandai) Stn 6	N112
S/D-018478	1-Nov	P210225	Sokkia IX-1001	UR005841	"Sokkia IX-1001 / SPBWT robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable"	 $11,215.00 	N112 (SPPG Mandai) Stn 7	N112
S/D-018478	1-Nov	P210225	Sokkia IX-1001	UR006021	"Sokkia IX-1001 / SPBWT robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable"	 $11,215.00 	N112 (SPPG Mandai) Stn 8	N112
S/D-018478	1-Nov	P210225	Sokkia IX-1001	UR006028	"Sokkia IX-1001 / SPBWT robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable"	 $11,215.00 	N112 (SPPG Mandai) Stn 9	N112
S/I-23-10-0244	20-Oct-23	P230162	Sokkia IX-1201	XS001565	"Robotic Total Station
SOKKIA IX-1201 / SPBWT (P/N 1042639-20) Auto Tracking Function robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable
1 x thumb drive"	 $16,500.00 	N112 (SPPG Mandai) - Stn 10	N112
S/I-23-01-0200	27/1/2023	P220149	Sokkia IX-1201	XS001076	"Sokkia IX-1201 / SPBWT Automatic Tracking Function robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable
1 x thum drive"	 $16,500.00 	N112 (SPPG Mandai) - Stn 11	N112
S/D - 018045	11-Oct-21	P210121	Sokkia IX-1001	UR005911	"Sokkia IX-1001 / SPBWT robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable"	 $11,215.00 	N112 (SPPG Mandai) - Stn 12	N112
S/I-23-02-0126	15/2/2023	P220149	Sokkia IX-1201	XS001083	"Sokkia IX-1201 / SPBWT Automatic Tracking Function robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable
1 x thum drive"	 $16,500.00 	N112 (SPPG Mandai) - Stn 13	N112
S/I-23-02-0126	15-Feb-23	P220149	Sokkia IX-1201	XS001054	"Sokkia IX-1201 / SPBWT Automatic Tracking Function robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable
1 x thum drive"	 $16,500.00 	N112 (SPPG Mandai) - Stn 14	N112
S/I-23-01-0200	27/1/2023	P220149	Sokkia IX-1201	XS001043	"Sokkia IX-1201 / SPBWT Automatic Tracking Function robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable
1 x thum drive"	 $16,500.00 	N112 (SPPG Mandai) - Stn 15	N112
S/I-23-04-0323	28-Apr-23	P230055	Sokkia IX-1201	XS001513	"Sokkia IX-1201 / SPBWT Automatic Tracking Function robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable
1 x thum drive"	 $16,500.00 	N112 (SPPG Mandai) - Stn 16	N112
S/D - 018045	11-Oct-21	P210121	Sokkia IX-1001	UR005801	"Sokkia IX-1001 / SPBWT robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable"	 $11,215.00 	N112 (SPPG Mandai) - Stn 17	N112
S/I-23-10-0244	20-Oct-23	P230162	Sokkia IX-1201	XS001168	"Robotic Total Station
SOKKIA IX-1201 / SPBWT (P/N 1042639-20) Auto Tracking Function robotic total station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x Power cable
1 x thumb drive"	 $16,500.00 	N112 (SPPG Mandai) - Stn 18	N112
S/I-010424	15-Dec-20	P2000178	Sokkia NET1AXTIIT/TE2	KH0556	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	N1012 Bugis EWL (Bugis to Lavender) (EB) Stn 1	N1012 Bugis EWL
S/D - 018045	11-Oct-21	P210121	Sokkia NET1AXII/TE	KH0644	"SOKKIA NETAX11T/TE 3D Ultra High-Precision 3D Station complete with:
2 x BDC72 battery
1 x CDC77 battery charger
1 x EDC113 Power Cable"	 $21,500.00 	N1012 Bugis EWL (Bugis to Lavender) (WB) Stn 1	N1012 Bugis EWL
S/I-002963	31-Dec-18	P1800229	Sokkia NET1AXTIIT/TE2	KH0320	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	N1012 Bugis EWL(Bugis to Cityhall) (WB) Stn 2	N1012 Bugis EWL
S/I-005199	10-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0405	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	N1012 Bugis DTL (BB) Stn 1	N1012 Bugis DTL
S/I-22-10-0320	27-Oct-22	P220177	Sokkia NET1AXII/TE	HX0016	"SOKKIA NETAX11T/TE 3D Ultra High-Precision 3D Station complete with:
2 x BDC72 battery
1 x CDC77 battery charger
1 x EDC113 Power Cable"	 $22,300.00 	N1012 Bugis DTL (XB) Stn 1	N1012 Bugis DTL
S/I-24-11-0309	29-Nov-24	P240128	Sokkia NET1AXIIT/TE	HX0205	"Automated 3D Station
SOKKIA NET1AXIIT/TE 3D Ultra High-Precision 3D station complete with:
2 x BDC72 battery
1 x CDC77 quick charger
1 x EDC113 Power cable"	 $22,300.00 	Caldecott MRT (IB - Stn 1)	N1062 CCL
S/I-010424	15-Dec-20	P2000178	Sokkia NET1AXTIIT/TE2	KH0548	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	Caldecott MRT (IB - Stn 2)	N1062 CCL
S/I-005355	18-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0426	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	Caldecott MRT (OB - Stn 1)	N1062 CCL
S/I-005355	18-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0427	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	Caldecott MRT (OB - Stn 2)	N1062 CCL
S/I-006829	25-Nov-19	P1900227	Sokkia NET1AXTIIT/TE2	KH0459	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	PIE AMMS (STN 7)	N1062 PIE
S/I-005354	15-Jul-19	P1900139	Sokkia NET1AXTIIT/TE2	KH0412	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $24,100.00 	PIE AMMS (STN 8)	N1062 PIE
S/D-019443	3-Jan-22	P210186	Sokkia NET1AXII/TE	KH0701	"SOKKIA NETAX11T/TE 3D Ultra High-Precision 3D Station complete with:
2 x BDC72 battery
1 x CDC77 battery charger
1 x EDC113 Power Cable"	 $21,500.00 	PIE AMMS (STN 11)	N1062 PIE
S/I-007271	27-Dec-19	P1900259	Sokkia NET1AXTIIT/TE2	KH0519	"SOKKIA NET1AXT11T/TE2 Automated 3D Station complete with:
2 x BDC58 rechargeable battery
1 x CDC68 charger
1 x EDC113 cable for CDC68"	 $21,300.00 	PIE AMMS (STN 14)	N1062 PIE
